From,To
Q99PT1,P52565
Q61599,P52566
Q62160,Q99819
Q61210,Q92888
Q8C033,O15013
A2AWP8,Q9HCE6
Q68FM7,O15085
Q8R4H2,Q9NZN5
Q5FWH6,O94989
Q3U5C8,Q5VV41
Q80U35,Q96PE2
Q6P9R4,A0A590UK10
Q8BWA8,Q8IW93
Q60875,Q92974
Q9CWR0,Q86VW2
D3YYY8,Q96DR7
P97433,Q8N1W1
Q91X46,Q9NR81
Q8BW86,A8MVX0
A1IGU4,A1IGU5
Q80VK6,Q9NXL2
Q66JY6,Q8N4T4
Q7TNR9,Q9NR80
Q3UPH7,Q8TER5
E9Q7D5,Q12774
Q8K4I3,Q15052
Q9ES28,Q14155
Q3UTH8,O43307
A2BH40,O14497
E9Q4N7,Q8NFD5
E9Q7E2,Q68CP9
Q62431,Q99856
Q9Z1N7,Q8IVW6
A6PWV5,A6NKF2
F8VPQ2,P29374
A2CG63,Q4LE39
Q3U108,Q03989
Q8BM75,Q14865
Q9Z1K5,Q9Y4X5
Q9Z1K6,O95376
Q3U2L9,Q8N7S6
P61211,P40616
Q9QXJ4,Q8N8L6
Q6P3A9,Q969Q4
Q9D416,Q5H913
Q640N2,Q3SXY8
Q3SXC5,Q8N4G2
Q8BIX3,Q8N8R7
Q3UKZ7,P0DKL9
Q8BGR6,Q9NXU5
B1ATY8,Q0P5N6
Q9D0J4,P36404
Q9D385,Q9Y2Y0
Q9WUL7,P36405
P61213,P40617
P61208,P56559
Q99PE9,P49703
Q80ZU0,Q9Y689
Q9D4P0,Q96KC2
Q6P068,A6NH57
O88848,Q9H0F7
Q9JKW0,Q15041
Q9JM93,Q66PJ3
Q8R5J9,O75915
Q8BH07,Q8N6S5
Q8VEH3,Q96BM9
Q9CQW2,Q9NVJ2
Q6IMB2,Q6T311
Q9D7A8,Q9NVT9
Q9D0L7,Q8N2F6
Q80X86,Q5T9G4
Q3URY6,Q8NEN0
A2AU72,Q5W041
Q5EBP3,Q96C12
Q8BNU0,Q6NXE6
Q3UJZ3,Q9H6L4
Q9DBR3,Q8IUR7
Q9D2I5,Q7Z3E5
Q9CX83,Q9P291
Q6A058,Q7L311
Q8BHS6,Q9UH62
E9PWM3,Q5H9R4
Q3UZB0,Q6P1M9
Q6PB60,
Q8BUY8,
Q8K3A6,Q7L4S7
,
E9Q963,Q6PIY5
A0A286YCZ6,H3BNL8
Q6PD19,Q5T2E6
Q8BT18,Q86TY3
A6H630,Q9H993
P53762,P27540
Q61324,Q9HBZ2
Q9R0Q6,Q92747
Q9WV32,O15143
Q9CVB6,O15144
Q9JM76,O15145
P59999,P59998
Q9CPW4,O15511
Q9D898,Q9BPX5
Q9D0A3,Q7Z6K5
Q9D0A3,H0YMK0
P56212,P56211
Q9DCB4,Q9UBL0
Q9EQP6,P36575
Q8BWG8,P49407
Q91YI4,P32121
Q99KN1,Q8N5I2
Q9D668,Q8TBH0
Q7TPQ9,Q96B67
A0A0B4J1F4,Q8NCT1
Q497K5,A6NEK1
P50428,P15289
P50429,P15848
Q3TYD4,Q96EG1
Q32KI9,Q5FYB1
Q8BM89,Q5FYB0
Q9D2L1,Q6UWY0
Q60935,P52961
O35975,
Q8R2G4,Q13508
Q9CRA0,Q9ULX3
P70352,Q96L15
Q9Z0L2,Q5T4W7
Q9D0U9,Q9H2C2
P98203,O00192
O35085,Q96QS3
Q91WU5,Q9HBK9
Q9WV54,Q13510
Q9JHE3,Q9NR71
Q9JHE3,P0C7U1
Q9QWY8,Q9ULH1
Q7SIG6,O43150
Q5U464,Q8TDY4
Q9WV74,Q9Y576
Q91ZT7,Q8WXI3
Q9CQ31,Q8WXH4
Q9D738,Q8WXK4
Q8VBX0,Q8WXK3
Q8C6Y6,A6NK59
Q8VHS6,Q8WXK1
Q8VHS5,Q96NS5
Q8VHP9,Q8WXJ9
Q8VHA6,Q6ZVZ8
Q8K0L0,Q96Q27
Q9WV72,Q9Y575
Q9WV71,Q9Y574
Q9D1A4,Q8WWX0
Q91ZU1,Q9NWX5
Q91ZU0,Q9H672
Q91ZT9,Q9H765
Q91ZT8,Q96DX5
Q9D8Z1,Q8N9N2
Q91WR3,Q9H1I8
E9PZJ8,Q8N3C0
Q02067,P50553
O35885,Q99929
Q9JJR7,Q9NQ33
M0QW46,Q6XD76
M0QWB7,Q7RTU5
A0A494BB10,L0R819
Q9CQE6,Q9Y294
Q9DAP7,Q9NVP2
P34927,P07306
P24721,P07307
Q99MY8,Q9NR48
Q91X20,Q9UBL3
Q6NXK8,P78348
Q925H0,Q16515
Q6X1Y6,Q9UHC3
Q7TNS7,Q96FT7
Q9R0Y1,Q9NY37
Q03288,P42127
Q91YI0,P04424
D3KU66,P46597
Q61024,P08243
Q8BFS9,Q9NWL6
Q8R3P0,P45381
Q9DCQ2,A6ND91
A0JNU3,Q86U10
Q8BSY0,Q12797
Q2TA57,Q5U4P2
Q80VP9,Q6ICH7
Q8CJ27,Q8IZT6
Q99MQ4,Q9BXN1
Q09PK2,Q53RT3
Q8VBT9,Q9BZE9
Q8C0M9,Q7L266
P16460,P00966
Q8BIR2,Q2TB18
Q6HA09,Q6HA08
Q61137,O14525
Q80Z10,O75129
P59598,Q8IXJ9
Q8BZ32,Q76L83
Q8C4A5,Q9C0F0
Q8VD46,Q8WWH4
Q9D5T0,Q8NBU5
Q8CDM1,Q6PL18
E9Q166,Q9ULI0
Q925I1,Q9NVI7
Q925I1,Q5T9A4
Q925I1,Q5T2N8
Q4QY64,Q96QE3
Q8K341,Q5SQI0
Q8BHE3,Q86WG3
Q9Z2A5,O95260
P81269,P18846
,P18846
P16951,P15336
Q60765,P18847
Q06507,P18848
O70191,Q9Y2D1
F6VAN0,P18850
O35451,Q99941
Q8R0S1,P17544
Q7TT18,Q6VMQ6
Q3UL97,Q5U623
Q8R1P4,Q9H0Y0
Q9D8Z6,Q9BSB4
Q9CQY1,O94817
Q91YI1,O75143
Q8CDJ3,Q6ZNE5
Q8C0J2,Q676U5
Q6KAU8,Q8NAA4
Q6P4T0,Q2TAZ0
Q80XK6,Q96BY7
Q9CPX6,Q9NT62
Q8C9S8,Q8WYN0
A0A0G2JFS9,Q8WYN0
Q8BGE6,Q9Y4P1
Q811C2,Q96DT6
Q8BGV9,Q86TL0
Q99J83,Q9H1Y0
Q9D906,O95352
Q68FE2,Q7Z3C6
Q6EBV9,Q674R7
Q9CWJ9,P31939
Q8BH66,Q8WXF7
Q6PA06,Q8NHH9
Q91YH5,Q6DD88
Q62388,Q13315
Q6P9S1,O43313
O35126,P54259
P48985,Q92858
Q9Z2E5,Q8N100
Q99NA2,Q96SQ7
Q69ZK7,Q32MH5
Q8BR27,Q7L5A3
O08997,O00244
O54827,O60312
B1AWN4,O94823
Q8K2X1,Q9P241
P98197,P98196
Q6DFW5,Q9Y2G3
Q9QZW0,Q8NB49
Q9Z1W8,P54707
Q9EPE9,Q9HD20
Q9CTG6,Q9NQ11
Q5XF89,Q9H7F0
Q5XF90,Q4VNC1
Q3TYU2,Q4VNC0
Q8VDN2,P05023
Q6PIE5,P50993
Q6PIC6,P13637
Q9WV27,Q13733
P14094,P05026
P14231,P14415
P97370,P54709
Q99ME6,Q9UN42
Q9CWQ3,Q9Y6H3
Q8R429,O14983
O55143,P16615
Q64518,Q93084
G5E829,P20020
Q9R0K7,Q01814
Q0VF55,Q16720
Q6Q477,P23634
Q80XR2,P98194
A7L9Z8,O75185
Q64436,P20648
P50992,P51164
Q03265,P25705
P56480,P06576
Q91VR2,P36542
Q9D3D9,P30049
P56382,P56381
P56382,Q5VTU8
O35143,Q9UII2
Q9CR84,P05496
P56383,Q06055
P56384,P48201
Q06185,P56385
P56135,P56134
Q8C2E4,G3V325
Q9CPQ8,O75964
J3QNM7,O75964
Q9CPQ8,Q7Z4Y8
J3QNM7,Q7Z4Y8
P56379,P56378
Q78IK2,Q96IX5
Q9CQQ7,P24539
Q9DCX2,O75947
P97450,P18859
Q9DB20,P48047
,P00846
P00848,P00846
Q9R1Q9,Q15904
D3Z5W0,Q52LC2
Q9CYN9,O75787
Q9Z1G4,Q93050
P15920,Q9Y487
Q920R6,Q9HBG4
Q91V37,Q99437
P63082,P27449
P51863,P61421
Q80SY3,Q8N8Y2
Q9CQD8,O15342
Q91XE7,Q8NHE4
P50516,P38606
Q91YH6,P15313
P62814,P21281
Q9Z1G3,P21283
Q99L60,Q8NEY4
P57746,Q9Y5K8
P50518,P36543
Q9D593,Q96A05
Q9D1K2,Q16864
B9EJX3,A0A1B0GUX0
Q9CR51,O75348
Q9WTT4,O95670
Q8BMC1,Q96LB4
Q8BVE3,Q9UI12
Q64430,Q04656
Q64446,P35670
P03930,P03928
P70704,Q9Y2Q0
P98200,Q9NTI2
Q148W0,O43520
P98199,P98198
Q6UQ17,O60423
A2ANX3,Q8TF62
A3FIN4,
O70228,O75110
P98195,O43861
Q811I0,Q5TC12
Q91YY4,Q8N5M1
Q9D1Z3,Q6P4H8
Q9JKK8,Q9H6X2
Q6PGD0,Q6UW56
Q8BMG1,Q8WXE1
Q9WU60,O75882
Q6A051,Q5VV63
Q61687,P46100
P54254,P54253
P28658,Q9UBB4
P0C7T6,P0C7T5
O70305,Q99700
Q7TQH0,Q8WWM7
Q9CVD2,P54252
Q8R4I1,O15265
Q9CZ05,Q9ULK2
Q8C8K6,Q5T6C5
A2AWT3,Q14CW9
Q3UD01,Q96GX2
Q9JLZ3,Q13825
E9Q6Z5,Q9H7T9
P70295,Q9Y679
P97477,O14965
Q9DCJ7,Q9NWT8
O70126,Q96GD4
O88445,Q9UQB9
A0A087WPF7,Q8WXX7
Q9D9K3,Q9NQS1
O88398,O75366
Q80U56,Q8NBF6
P35455,P01185
Q9D7H4,Q5T686
Q62463,P37288
Q9WU02,P47901
O88721,P30518
A2ADU9,Q58HT5
Q6E1M8,Q6E213
Q3UZ57,Q5T1B0
O35625,O15169
O88566,Q9Y2T1
Q00993,P30530
Q64726,P25311
Q9QYP6,Q9H6S1
O35484,O14977
Q8BVM4,Q96A70
P01887,P61769
Q920V1,O75752
Q8BG28,Q8NCR0
O54904,Q9Y5Z6
O54905,O43825
Q9Z0F0,O96024
Q9JI67,Q9Y2C3
Q91Z92,Q96L58
A0A1L1SR01,A8MXE2
Q9CW73,Q9P2W7
P59270,Q9NPZ5
P58158,O94766
Q8BHT6,Q6Y288
Q9Z222,Q9NY97
Q5JCS9,Q9Y2A9
Q1RLK6,Q9C0J1
Q8BGY6,Q9BYG0
Q3USF0,Q6ZMB0
Q8K0J2,Q8NFL0
Q8R3I9,Q7Z7M8
Q8VI16,Q6UX72
Q3U129,Q67FW5
Q09200,Q00973
Q09199,Q8NHY0
Q6L8S8,Q6L9W6
Q766D5,Q76KP1
P15535,P15291
Q9Z2Y2,O60909
Q91YY2,O60512
Q9JJ04,O60513
Q9JMK0,O43286
Q9WVK5,Q9UBX8
Q8R087,Q9UBV7
Q8BWP8,O43505
Q9R1S0,Q9UPM9
Q3UK10,Q9BPU9
Q8VHV1,Q8WXS3
Q91X34,Q14032
Q3UI43,Q9NWV8
Q8K3W0,Q9NXR7
P56818,P56817
Q9JL18,Q9Y5Z0
P97302,Q9BX63
P97303,Q9BYV9
Q61337,Q92934
Q60739,Q99933
Q91YN9,O95816
Q9JLV1,O95817
Q8CI61,O95429
Q8CI32,Q9UL15
Q9Z1R2,P46379
Q3UHR0,Q9P281
Q497V6,Q8TBE0
Q8BKX1,Q9UQB8
Q9DBJ3,Q9UHR4
Q80Y61,Q6UXY1
Q80TT2,O94812
O08734,Q16611
Q9D0L6,Q13145
O54962,O75531
Q8BVR0,Q9H503
Q80VH0,Q8NDB2
Q8VBU8,Q8N9N5
Q99PU7,Q99496
O70445,Q99728
P63157,Q9BZE3
Q8VIB5,Q9NY43
Q9ER42,Q9HBU1
O08686,Q9UMQ3
Q91XV3,P80723
O35284,Q16520
Q8R1H8,Q8N1L9
Q9D275,Q9NR55
Q07813,Q07812
O88379,Q9NRL2
Q9Z277,Q9UIG0
Q91YE5,Q9UIF9
A2AUY4,Q9UIF8
Q99ML1,Q96PG8
J3QMK2,A8MTZ0
P58686,Q9BUW7
Q3V079,Q8ND07
Q924Y0,O75936
Q3V3N7,Q8NFJ9
Q9DBI2,Q8TAM1
Q5SUD9,Q6ZW61
Q9CWF6,Q9BXC9
Q8C1Z7,Q96RK4
Q9CZQ9,Q8N3I7
Q8K2G4,Q8IWZ6
Q811G0,Q3SYG4
Q8VBW5,Q8WY36
Q9R069,P50895
Q61361,Q96GW7
Q61334,Q9UHQ4
Q61335,P51572
Q61140,P56945
Q9QZK2,O75815
Q80YN3,O75363
Q9D287,O75934
Q8CCN5,Q9H6U6
P24288,P54687
O35855,O15382
Q9CWI3,Q9P287
Q91YP1,Q7Z5W3
Q03311,P06276
P50136,P12694
Q6P3A8,P21953
O55028,O14874
Q9Z0H7,O95999
Q9QYE3,Q9H165
Q99PV8,Q9C0K0
P10417,P10415
Q07440,Q16548
Q497M6,Q16548
Q0P538,Q16548
O55179,Q16548
Q64373,Q07817
Q9Z0F3,Q9HD36
O54918,O43521
Q9D3J3,Q9HB09
P59017,Q9BXK5
Q9CPT0,Q9BZR8
Q08ED0,Q5TBC7
P70345,Q92843
P70345,A0A7I2V383
Q9Z2F6,P20749
P41183,P41182
O88282,Q8N143
Q9CXE2,Q4VC05
Q921K9,Q9BQE9
O08664,Q8WUZ0
Q9D219,O00512
Q67FY2,Q86UU0
Q8K019,Q9NYF8
A2AG58,A2AJT9
Q9JJS6,Q9HAY6
Q99NF1,Q9BYV7
Q8CGN4,Q6W2J9
A2AQH4,Q5H9F3
Q8CGN4,Q8N888
Q6PAJ1,P11274
Q9CZP5,Q9Y276
Q80XN0,Q02338
Q8JZV9,Q9BUT1
Q61125,P46663
P32299,P30411
P21237,P23560
Q571C7,Q99952
Q9EQG5,Q3B7T3
O88597,Q14457
P0DM65,A8MW95
Q68EF6,Q9BUH8
A0A140LIQ5,Q8NDZ0
Q6PAL0,Q5T5X7
P86174,Q6ZU67
Q8C6D4,Q7L4P6
Q6PFX2,Q5SZJ8
Q8BSV3,Q8N7W2
O88870,O76090
Q8BGM5,Q8NFU1
Q6H1V1,Q8N1M1
O35623,O15155
O35153,Q9NYM9
Q9R224,Q9HBH7
Q9WTZ8,Q9HBH7
Q9R224,Q9BXY8
Q9WTZ8,Q9BXY8
Q9WTZ9,Q00994
Q9CWT2,Q9NWD9
Q3TZW7,Q9NWD9
Q8R079,Q9NZS9
A2AMT1,Q12934
Q6NVD9,Q13515
P86546,P02818
P86547,P02818
P54615,P02818
P28653,P21810
Q9QYC3,Q7RTS1
Q5RJB0,Q7RTU4
Q8C6A8,Q8NFJ8
Q8BGW3,Q8NDY6
O35185,O14503
Q99PV5,Q9C0J9
O35490,Q93088
,Q93088
Q91WS4,Q9H2M3
Q99MQ1,Q9H694
Q8BR07,Q96G01
Q921C5,Q8TD16
A0JNT9,Q6ZP65
Q8CHW5,A1A5D9
F8VPZ9,Q9NZM4
Q8CHH5,Q6AI39
P70444,P55957
O70337,Q13323
O08539,O00499
D3Z6Q9,Q9UBW5
Q9JI08,Q9NQY0
Q62210,Q13490
O08863,Q13489
O70201,O15392
O88738,Q9NR09
A2AWP0,Q96CA5
Q60989,Q96P09
Q8CBX9,Q86UB2
P62951,P62952
P16277,P51451
O88700,P54132
Q8R016,Q13867
Q9QUN3,Q8WV28
O55102,P78537
Q9CWG9,Q6QNY1
Q5U5M8,Q6QNY0
Q8VED2,Q9NUP1
Q8R015,Q8TDH9
Q9R0C0,Q9UL45
A2AAE1,Q2LD37
Q5SYL3,Q14667
B2KF50,Q6BDS2
A2RSJ4,A0JNW5
Q9CY64,P53004
Q923D2,P30043
Q8R2X8,Q9H2G9
Q9WTL8,O00327
Q2VPD4,Q8WYA1
Q8R1Y2,Q96MC5
Q91ZE9,Q96LC9
P25916,P35226
,
P98063,P13497
Q9R229,O95393
Q9Z0L4,O95972
P21274,P12643
Q91Z96,Q9NSY1
Q8BHE5,P12645
P21275,P12644
P49003,P22003
P20722,P22004
P23359,P18075
P34821,Q7Z5Y6
P55105,Q7Z5Y6
P34821,P34820
P55105,P34820
Q8CJ69,Q8N8U9
P36895,P36894
P36898,O00238
O35607,Q13873
Q6PGF5,Q14692
Q8BXK4,Q1RMZ1
P97504,P51813
O35914,Q01954
Q8BMQ3,Q6ZN30
Q6QD59,Q12981
O54940,Q12982
O55003,Q12983
Q9Z2F7,O60238
,O60238
Q8CC96,P0C671
Q99JU7,Q7Z465
Q6AZB0,Q9BWV1
Q5SQY2,Q96IK1
E9Q6J5,Q8NFC6
Q5SQY2,Q8IYS8
O35425,Q9UMX3
Q9D8S9,Q9Y3E2
Q8BGS2,Q9H3K6
Q8BGS2,Q9H3K6
Q8CEI1,Q53S33
Q924M5,Q8N9W6
P97452,Q14137
Q8BS90,Q6PGQ7
Q9D920,Q969J3
Q9D6W8,Q96GS4
Q9CRC6,Q96B45
Q9D6Y4,Q96FH0
O55087,H3BNR1
,H3BNR1
P15327,P07738
Q8R164,Q86WA6
Q67E05,P17213
P97361,Q9NP55
Q9CQX3,Q9NP55
P07743,Q96DR5
Q9D9J8,Q9BQP9
Q61114,Q8TDL5
Q8C1E1,Q8N4F0
Q80ZU7,P59826
A2BGH0,P59827
Q3UQ05,
Q8BU51,Q8NFQ5
Q80XI7,
Q8C186,Q8NFQ6
Q9Z0S1,O95861
Q80V26,Q9NX62
A2A654,Q12830
P28028,P15056
Q99MP8,Q7Z569
Q8C3R1,Q6PJG6
P48754,P38398
P97929,P51587
P46737,P46736
Q7M757,P46736
G5E8P1,O95696
Q7JJ13,P25440
Q8K2F0,Q15059
A0A1B0GRB6,A0A1B0GUI7
Q9ESU6,O60885
O88665,Q9NPI1
Q8R3B7,Q9H0E9
Q3UQU0,Q9H8M2
Q91Y44,Q58F21
Q8CFK2,Q92994
Q3UAW9,Q9HAW0
P28662,Q9NQX7
Q8BXV2,Q8WY22
A0A5F8MPL8,Q6PL45
Q920P3,O60477
Q6DFY8,Q9C0B6
Q499E0,Q76B58
Q5SXJ3,Q9P0J6
Q9DCA5,Q8TDN6
Q91VR8,Q8WUW1
Q6DIA7,Q0VDD7
Q99N20,Q9HCU9
Q3U1T3,Q5PSV4
Q8K2Q7,Q5VW32
B2RRD7,P55201
B2KF05,Q9ULD4
O54798,P32247
Q5RJI5,Q8TDC3
Q69Z98,Q8IWQ3
Q921C3,Q9NSI6
A2AHJ4,Q6RI45
Q9Z2E9,Q96G97
Q80Y55,Q9NW68
P18572,P35613
O88737,Q9UPA5
Q8VIM4,Q8WZ55
Q3UW26,Q075Z2
Q80YW5,Q5W0U4
Q64277,Q10588
Q8R2Q8,Q10589
Q810B3,Q3C1V8
E9QAE3,O14981
P58544,Q9H0C5
Q80X66,Q9BSF8
E9Q173,Q32M84
Q9DB72,A6NE02
A0A0A6YY25,B2RXH4
S4R1I0,C9JJ37
E9PY28,Q9BX70
P58545,Q9Y2F9
Q8K2J9,Q96KE9
Q8CFE5,Q9P203
D3YUB6,Q5XKL5
Q8C726,Q96Q07
Q05928,P35070
Q8CIF4,P43251
Q64152,P78410
Q9CQH7,Q96K17
,Q96K17
P62325,P62324
Q04211,P78543
P50615,Q14201
O70552,Q9NY30
P35991,Q06187
Q7TSA3,Q7Z6A9
Q62556,Q13410
A4QPC6,Q7KYR7
A4QPC6,Q8WVV5
A4QPC6,Q96KV6
Q9JK39,A8MVZ5
O70355,Q9UIR0
Q8BJE2,Q6UXG8
Q3ULA2,Q9Y297
O08901,O43683
Q9Z1S0,O60566
Q3ULB5,H3BTB9
Q9WVA3,O43684
Q8R149,Q9BRD0
Q9CY21,O43709
Q6PGH1,P41223
Q9ES83,Q8NE79
O54825,Q13895
Q9CQC6,Q7L1Q6
Q91VK1,Q9Y6E2
G3UW87,Q8TEF2
Q8CDT9,Q5SQS8
Q9CX25,A0A1B0GUT2
Q3KNL4,Q8N6V4
Q80Y39,Q5T681
Q8CET2,Q8IYJ2
D3Z1D3,Q711Q0
Q9CQT6,Q8WW14
Q9D2Q3,Q9H8K7
Q9D2Q3,
D2J0Y4,Q96M02
Q9JJR6,Q9NQ32
Q9D8N1,Q96F05
D3YVJ1,Q8N5U0
Q9D8L0,Q96A22
Q91V76,Q9H0W9
Q9R0P4,O00193
Q9D4W2,Q8NCR3
Q8VD62,Q9H3H3
Q91VN2,Q6IPW1
J3QMY9,Q8N6T0
Q8VC23,A6NJI1
Q32M26,Q6NUJ2
Q9D1Z2,Q3C1V1
Q3UPL5,Q7Z7L8
Q9DAE7,A0A1B0GVM6
Q9D937,E9PRG8
Q8BHN7,Q8N999
Q91YN0,Q9NQ89
A0A087WRU1,Q86WS4
E9Q9Q5,Q96LP6
Q3UY34,Q96C57
A0A087WPJ1,Q8NA57
,Q6X4T0
Q8CCC3,Q8IXR9
O35127,Q99622
Q810N5,Q5U649
Q80W69,A8MTZ7
P0C913,Q8TAD7
A0A140LJ24,A0A1B0GVH6
E9PY36,A0A1B0GUA9
Q9JJ93,Q9NWQ9
J3QPM6,Q9NPU4
Q8BNX7,Q8N912
Q4KL13,Q4W4Y0
Q9CTN5,Q8N1H7
Q8K2W9,Q9H972
Q3TEI4,Q6ZRI6
Q9CRC3,Q8WUR7
Q810Q5,Q9C002
Q0VG49,A6NNL5
Q8CE97,A8K5M9
Q8BHB7,Q6P387
Q8C708,Q6UWD8
Q8K1L6,Q96GX8
Q8BHX0,Q8WTQ4
Q9D4A5,Q6ZW13
Q9CR55,Q6PH81
Q3UST5,Q6UX73
Q8BT88,A8MZG2
E9Q9R3,Q96LL3
Q9DA83,Q9H693
E9QMW4,A6NNT2
Q8BGJ3,A8MU93
J3QK56,Q6ZR85
A0A1B0GT39,A0A1B0GUV1
Q9DCT6,Q8IXM2
Q8C1R3,Q8WW18
Q08AU9,Q2M2W7
Q3V3I5,Q0P5P2
Q9CYI0,Q9HAS0
Q5QR91,Q8N4C9
Q6PIX9,Q9BSJ5
Q810M6,Q6ZQX7
Q9DAQ5,A8MV24
Q9CX63,Q6UX52
Q5XFZ0,Q32NC0
,Q32NC0
Q8BH50,Q96B23
Q91WE4,Q8TCD1
Q8CB14,Q8IYD9
A0A494BAC1,Q68DL7
Q8WUR0,Q9NSK7
Q5I0V9,Q8NEA5
Q9D7E4,Q9UFG5
Q9D809,Q9GZP8
Q75VT8,A8MVS5
Q922C1,Q9H6X5
Q8R3Y5,Q8N9M1
Q3TE80,
Q8R1F0,Q9UNZ5
Q8CF25,A6NJJ6
D3Z070,C9J6K1
,I3L1E1
A0A1B0GS00,A0A1B0GUS0
O35473,Q13901
Q9JJ06,Q9NS00
Q9JMG2,Q96EU7
Q9DAA7,Q5SVJ3
E0CXC6,O95561
Q499E6,Q9NX04
Q3TQQ9,Q9NSG2
Q8BGN9,Q9H7X2
Q8BI29,Q9BW04
B1ARW8,Q6ZSJ8
B1ARY8,Q8N9H9
Q8CIL4,Q8NDD1
Q9D5Q8,Q5JVX7
Q3KQP7,Q5VVC0
A2ASP7,Q96HA4
Q3U7U4,Q8NEQ5
Q80WR5,Q8IYL3
Q9CPZ3,Q5T7R7
Q8C3W1,Q9H425
Q8K207,Q9H246
Q9CQM1,Q8IVY1
Q8BP99,Q8TAB5
J3QNH8,A1L170
A0A0U1RNT7,A0A0U1RR37
Q99LX5,Q9BU76
Q8R092,Q9BWL3
Q5EBG8,Q9BV19
Q9CWU4,Q8N6N3
A0A0A6YWI4,Q5VUE5
Q8R2K8,Q8WWF1
Q569E4,Q9BUN1
G5E8Z3,Q5T750
Q9DAE8,Q96LT6
A2AGB2,Q8N0U7
B1AYM9,Q6P1W5
P98086,P02745
P14106,P02746
O35658,Q07021
Q02105,P02747
O88992,O75973
Q8CFR0,Q7Z5L3
Q9ESN4,Q5VWW1
Q4ZJM9,Q86Z23
Q9QXP7,Q9BXJ1
Q8R2Z0,Q5T7M4
Q9D8U4,Q9BXJ5
Q9ES30,Q9BXJ4
Q8R066,Q9BXJ3
Q8K479,Q9BXJ0
Q6IR41,Q9BXI9
Q8BVD7,Q9BXJ2
Q4ZJN1,P0C862
Q4ZJN1,B2RNN3
Q8CG16,P00736
Q8CFG9,P00736
Q3UZ09,Q9NZP8
Q8CG14,P09871
Q8CFG8,P09871
P21180,P06681
Q9DA59,Q9NUB4
A2AKE5,Q9BQM9
A3KGJ9,Q96LM9
A0A571BEE7,A1L168
A0A140LIA7,A0A1B0GTL2
Q9DA42,Q9H1P6
Q8BJX2,Q9NUD7
Q8CDS7,B9A014
G5E8K1,P58505
Q9D4G1,Q9NYP8
Q9D7G4,Q9NYK6
A0A1W2P7T4,Q8WYQ4
Q9D9S1,Q9BZE7
Q3U595,Q6P5X5
D3Z5T8,
E9Q3C1,Q9Y426
Q80X80,O14523
Q52KB6,Q4AC94
E9Q861,Q8NCU7
Q80XU5,A6NLJ0
Q5HZI2,Q8TF44
P0CG09,B7Z1M9
Q7TPS5,Q86YS7
A0A5F8MPU3,Q53TS8
,Q68DN1
,Q68DN1
Q8R3C1,Q9NWW7
Q922M7,Q9BVC5
A0A087WQY2,Q96LR7
A0A5F8MPB3,Q6UXQ4
Q149G0,Q2NKX9
Q9D9H8,Q8N8R5
Q9CYS6,A6NCS6
Q5SPV6,Q8N5S3
Q810S2,A8MZ97
Q9CRW3,Q3KRA6
A0A0U1RPT6,A6NCI8
E9PVP9,A6NCI8
W4VSN8,A6NCI8
Q8CDK1,A6NCI8
Q3V0A6,A6NCI8
Q8C3M9,Q0P641
Q9DAQ4,A6NN90
Q9CPS8,Q9BSF0
A0A140LIP3,A0A1B0GVN3
P01027,P01024
O09047,Q16581
Q8BGD0,Q9HBI5
Q8BGK9,Q9UK00
Q8CDN1,Q8ND61
Q8C5S3,Q8N5N4
Q8BN57,Q6P1S2
Q3TTL0,Q5JPI3
A0A5F8MPS3,Q96BT1
Q8C5C9,Q5BVD1
Q9D9C7,Q6ZUJ4
Q6GQU0,A6NLC5
E9Q0B3,F5H4A9
Q80ZQ7,H3BNL1
A0A1D5RM98,A0A1B0GTC6
A0A0N4SUS7,
,P0C0L4
P01029,P0C0L4
,P0C0L5
P01029,P0C0L5
,P0C0L5
P01029,P0C0L5
P08607,P04003
Q60736,P04003
A0A5F8MPV9,Q53FE4
Q99K99,Q8IY42
Q99M08,Q8WVX3
Q8BGN2,Q8N1A6
Q9DAA3,Q96KX1
A0A0G2JEB7,Q96LM5
Q3UUX7,Q504U0
Q3U1D9,A7E2U8
Q3UR78,Q5BLP8
A0A338P719,Q6ZRC1
Q9DAF8,C9J302
E0CYV9,D6RIA3
P06684,P01031
P30993,P21730
Q8BW93,Q9P296
Q8K201,Q8NC54
Q8BGC1,Q49AR2
Q80X32,Q7Z6I8
Q3UJC8,Q96MH7
Q3V2D2,Q6UWT4
Q24JP4,Q569G3
Q9CR34,A6NGY3
A0A286YDB2,C9J3I9
Q9CWB7,A6NC05
E9Q6D8,P13671
Q7TPG0,Q5T5N4
Q9DAY5,Q7Z4R8
Q91Z58,Q5T0Z8
B8JJ69,Q5SQH8
Q9D2Z6,Q5SZD1
Q8BM15,Q6UXA7
Q3V037,Q5TEZ5
Q9D727,Q5I0X4
Q9Z1R4,O95873
Q8C6C9,Q6P5S2
Q99LU8,Q9GZU0
Q99KU6,Q6UWU4
D3YXF5,P10643
Q91WD4,Q9BPX7
Q9D5Y0,Q8N865
Q9CXL3,Q9BRJ6
Q5SS90,Q8NEG2
Q8K182,P07357
Q8BH35,P07358
Q8VCG4,P07360
Q3U6N9,Q9H7E9
Q8BZJ8,Q49A92
Q9ERE3,A0A6I8PL85
Q3TTJ4,Q96LL4
Q66JV7,Q8NAV2
Q80ZQ3,Q6P047
Q9D2X8,Q96K31
Q8VE95,Q6P1X6
